city,travel_month,avg_temp_c,temp_max_c,temp_min_c,rainfall_mm,sunshine_hours,uv_index_max,wind_speed_max_kmh,precipitation_probability_max,sunshine_category,rain_category,wind_category,sunshine_score,comfort_score,last_updated
Cherepovets,10,5,7,4,15,35.0,2,20,50,mixed,showery,breezy,42,0,2025-06-09T00:50:13.191530
Cherepovets,11,-3,-1,-5,14,35.0,2,19,50,mixed,showery,breezy,42,0,2025-06-09T00:50:13.797323
Cherepovets,12,-8,-7,-10,10,35.0,3,19,50,mixed,showery,breezy,42,0,2025-06-09T00:50:14.380788
Niš,1,1,6,-2,10,35.0,4,11,50,mixed,showery,calm,42,0,2025-06-09T00:50:14.980982
Niš,2,2,7,-3,11,35.0,4,12,50,mixed,showery,calm,42,0,2025-06-09T00:50:15.585278
Niš,3,7,13,2,12,35.0,3,13,50,mixed,showery,calm,42,50,2025-06-09T00:50:16.170835
Niš,4,12,17,6,12,35.0,2,13,50,mixed,showery,calm,42,90,2025-06-09T00:50:16.745084
Niš,5,17,22,12,12,35.0,2,12,50,mixed,showery,calm,42,40,2025-06-09T00:50:17.332813
Niš,6,20,25,15,12,35.0,2,12,50,mixed,showery,calm,42,70,2025-06-09T00:50:17.935116
Niš,7,24,29,18,6,35.0,2,12,50,mixed,arid,calm,42,73,2025-06-09T00:50:18.520993
Niš,8,24,30,18,4,35.0,2,11,25,mixed,arid,calm,42,67,2025-06-09T00:50:19.117523
Niš,9,20,25,14,6,35.0,2,11,50,mixed,arid,calm,42,64,2025-06-09T00:50:19.705873
Niš,10,13,19,8,8,35.0,3,11,50,mixed,showery,calm,42,9,2025-06-09T00:50:20.309934
Niš,11,6,11,2,12,35.0,4,11,50,mixed,showery,calm,42,30,2025-06-09T00:50:20.888510
Niš,12,1,5,-3,12,35.0,4,11,50,mixed,showery,calm,42,0,2025-06-09T00:50:21.491992
Chernivtsi,1,-2,1,-6,7,35.0,4,16,50,mixed,arid,breezy,42,0,2025-06-09T00:50:22.115618
Chernivtsi,2,-2,2,-6,9,35.0,3,17,50,mixed,showery,breezy,42,0,2025-06-09T00:50:22.717892
Chernivtsi,3,3,7,-1,10,35.0,2,17,50,mixed,showery,breezy,42,0,2025-06-09T00:50:23.296243
Chernivtsi,4,9,14,4,15,35.0,2,17,50,mixed,showery,breezy,42,60,2025-06-09T00:50:23.888960
Chernivtsi,5,15,19,9,21,35.0,1,16,75,mixed,showery,breezy,42,10,2025-06-09T00:50:24.483086
Chernivtsi,6,18,22,13,25,35.0,1,15,75,mixed,wet,breezy,42,44,2025-06-09T00:50:25.073482
Chernivtsi,7,20,25,15,20,35.0,1,15,75,mixed,showery,breezy,42,70,2025-06-09T00:50:25.659695
Chernivtsi,8,20,25,15,13,35.0,1,14,50,mixed,showery,calm,42,70,2025-06-09T00:50:26.255870
Chernivtsi,9,16,21,11,11,35.0,2,15,50,mixed,showery,breezy,42,30,2025-06-09T00:50:26.852308
Chernivtsi,10,10,15,6,11,35.0,2,15,50,mixed,showery,breezy,42,70,2025-06-09T00:50:27.447050
Chernivtsi,11,2,6,-1,9,35.0,3,16,50,mixed,showery,breezy,42,0,2025-06-09T00:50:28.047807
Chernivtsi,12,-3,0,-6,9,35.0,4,16,50,mixed,showery,breezy,42,0,2025-06-09T00:50:28.621007
Trieste,1,5,8,3,24,35.0,4,15,75,mixed,wet,breezy,42,0,2025-06-09T00:50:29.193409
Trieste,2,5,8,3,20,35.0,3,16,75,mixed,showery,breezy,42,0,2025-06-09T00:50:29.782602
Trieste,3,9,12,6,25,35.0,3,16,75,mixed,wet,breezy,42,40,2025-06-09T00:50:30.379013
Trieste,4,13,16,9,25,35.0,2,16,75,mixed,wet,breezy,42,80,2025-06-09T00:50:30.957634
Trieste,5,17,20,14,26,35.0,1,14,75,mixed,wet,calm,42,33,2025-06-09T00:50:31.526951
Trieste,6,21,24,17,26,35.0,1,14,75,mixed,wet,calm,42,86,2025-06-09T00:50:32.109978
Trieste,7,24,27,20,19,35.0,1,14,75,mixed,showery,calm,42,86,2025-06-09T00:50:32.727716
Trieste,8,24,27,20,16,35.0,1,14,75,mixed,showery,calm,42,86,2025-06-09T00:50:33.319252
Trieste,9,20,24,17,30,35.0,2,14,90,mixed,wet,calm,42,86,2025-06-09T00:50:33.914623
Trieste,10,16,18,13,43,35.0,3,15,90,mixed,wet,breezy,42,230,2025-06-09T00:50:34.524193
Trieste,11,10,12,7,35,35.0,3,17,90,mixed,wet,breezy,42,40,2025-06-09T00:50:35.123006
Trieste,12,5,8,3,22,35.0,4,16,75,mixed,showery,breezy,42,0,2025-06-09T00:50:35.711492
Corfu,1,11,12,9,37,35.0,5,14,90,mixed,wet,calm,42,40,2025-06-09T00:50:36.695628
Corfu,2,10,12,8,32,35.0,4,14,90,mixed,wet,calm,42,40,2025-06-09T00:50:37.327757
Corfu,3,12,14,10,24,35.0,3,15,75,mixed,wet,breezy,42,60,2025-06-09T00:50:37.930668
Corfu,4,14,16,12,15,35.0,2,13,75,mixed,showery,calm,42,80,2025-06-09T00:50:38.533221
Corfu,5,18,20,16,11,35.0,2,12,50,mixed,showery,calm,42,50,2025-06-09T00:50:39.125621
Corfu,6,22,24,20,4,35.0,2,13,25,mixed,arid,calm,42,100,2025-06-09T00:50:39.708188
Corfu,7,25,27,23,2,35.0,2,14,10,mixed,arid,calm,42,75,2025-06-09T00:50:40.298153
Corfu,8,26,28,24,2,35.0,2,13,25,mixed,arid,calm,42,50,2025-06-09T00:50:40.894014
Corfu,9,23,25,21,10,35.0,2,12,50,mixed,showery,calm,42,100,2025-06-09T00:50:41.494403
Corfu,10,19,21,17,32,35.0,3,12,90,mixed,wet,calm,42,75,2025-06-09T00:50:42.086211
Corfu,11,15,17,13,49,35.0,4,13,90,mixed,wet,calm,42,90,2025-06-09T00:50:42.658363
Corfu,12,12,13,10,45,35.0,5,14,90,mixed,wet,calm,42,50,2025-06-09T00:50:43.255906
Poitiers,1,5,8,3,17,35.0,4,20,75,mixed,showery,breezy,42,0,2025-06-09T00:50:43.917025
Poitiers,2,5,9,2,12,35.0,3,19,50,mixed,showery,breezy,42,10,2025-06-09T00:50:44.508164
Poitiers,3,8,12,4,17,35.0,3,19,75,mixed,showery,breezy,42,40,2025-06-09T00:50:45.126863
Poitiers,4,11,15,7,17,35.0,2,19,75,mixed,showery,breezy,42,70,2025-06-09T00:50:45.734836
Poitiers,5,14,18,9,17,35.0,1,17,75,mixed,showery,breezy,42,270,2025-06-09T00:50:46.342001
Poitiers,6,18,22,13,15,35.0,1,16,50,mixed,showery,breezy,42,44,2025-06-09T00:50:46.959591
Poitiers,7,20,24,15,10,35.0,1,16,50,mixed,showery,breezy,42,67,2025-06-09T00:50:47.576364
Poitiers,8,21,26,16,9,35.0,1,15,50,mixed,showery,breezy,42,80,2025-06-09T00:50:48.173292
Poitiers,9,18,22,13,14,35.0,2,16,50,mixed,showery,breezy,42,44,2025-06-09T00:50:48.779509
Poitiers,10,13,17,10,16,35.0,3,17,75,mixed,showery,breezy,42,90,2025-06-09T00:50:49.375855
Poitiers,11,8,12,6,18,35.0,3,19,75,mixed,showery,breezy,42,40,2025-06-09T00:50:49.954562
Poitiers,12,5,8,3,13,35.0,4,19,50,mixed,showery,breezy,42,0,2025-06-09T00:50:50.531715
Copenhagen,1,1,3,-1,12,35.0,3,25,50,mixed,showery,breezy,42,0,2025-06-09T00:50:51.207892
Copenhagen,2,1,3,-2,10,35.0,3,25,50,mixed,showery,breezy,42,0,2025-06-09T00:50:51.792778
Copenhagen,3,3,6,0,10,35.0,2,23,50,mixed,showery,breezy,42,0,2025-06-09T00:50:52.386375
Copenhagen,4,7,10,3,10,35.0,1,22,50,mixed,showery,breezy,42,20,2025-06-09T00:50:53.001689
Copenhagen,5,12,15,7,12,35.0,1,21,50,mixed,showery,breezy,42,70,2025-06-09T00:50:53.551610
Copenhagen,6,15,19,11,13,35.0,1,20,50,mixed,showery,breezy,42,12,2025-06-09T00:50:54.120843
Copenhagen,7,17,21,13,16,35.0,1,21,75,mixed,showery,breezy,42,38,2025-06-09T00:50:54.712350
Copenhagen,8,17,21,13,16,35.0,1,21,75,mixed,showery,breezy,42,38,2025-06-09T00:50:55.286256
Copenhagen,9,14,17,11,12,35.0,1,22,50,mixed,showery,breezy,42,90,2025-06-09T00:50:55.869420
Copenhagen,10,10,12,7,13,35.0,2,23,50,mixed,showery,breezy,42,40,2025-06-09T00:50:56.445377
Copenhagen,11,5,7,3,13,35.0,3,25,50,mixed,showery,breezy,42,0,2025-06-09T00:50:57.029750
Copenhagen,12,2,4,0,11,35.0,3,25,50,mixed,showery,breezy,42,0,2025-06-09T00:50:57.631815
Luleå,1,-7,-5,-10,11,35.0,2,23,50,mixed,showery,breezy,42,0,2025-06-09T00:50:58.314758
Luleå,2,-9,-7,-11,8,35.0,2,22,50,mixed,showery,breezy,42,0,2025-06-09T00:50:58.911525
Luleå,3,-4,-2,-7,8,35.0,1,21,50,mixed,showery,breezy,42,0,2025-06-09T00:50:59.506739
Luleå,4,0,3,-3,7,35.0,1,21,50,mixed,arid,breezy,42,0,2025-06-09T00:51:00.131282
Luleå,5,7,10,3,9,35.0,1,19,50,mixed,showery,breezy,42,20,2025-06-09T00:51:00.720638
Luleå,6,13,15,10,10,35.0,1,20,50,mixed,showery,breezy,42,70,2025-06-09T00:51:01.318027
Luleå,7,16,18,13,16,35.0,1,19,75,mixed,showery,breezy,42,230,2025-06-09T00:51:01.918939
Luleå,8,14,17,12,17,35.0,1,21,75,mixed,showery,breezy,42,90,2025-06-09T00:51:02.504804
Luleå,9,10,13,8,14,35.0,1,23,50,mixed,showery,breezy,42,50,2025-06-09T00:51:03.125153
Luleå,10,5,6,3,14,35.0,1,23,50,mixed,showery,breezy,42,0,2025-06-09T00:51:03.733085
Luleå,11,-2,-1,-4,12,35.0,2,23,50,mixed,showery,breezy,42,0,2025-06-09T00:51:04.314967
Luleå,12,-5,-3,-8,11,35.0,2,24,50,mixed,showery,breezy,42,0,2025-06-09T00:51:04.922816
Gyumri,1,-6,-1,-11,6,35.0,5,10,50,mixed,arid,calm,42,0,2025-06-09T00:51:05.531200
Gyumri,2,-4,0,-9,9,35.0,4,11,50,mixed,showery,calm,42,0,2025-06-09T00:51:06.109148
Gyumri,3,0,5,-5,14,35.0,3,11,50,mixed,showery,calm,42,0,2025-06-09T00:51:06.692738
Gyumri,4,5,11,0,22,35.0,2,12,75,mixed,showery,calm,42,30,2025-06-09T00:51:07.283998
Gyumri,5,11,17,5,29,35.0,2,12,75,mixed,wet,calm,42,90,2025-06-09T00:51:07.867456
Gyumri,6,14,20,8,21,35.0,2,11,75,mixed,showery,calm,42,17,2025-06-09T00:51:08.435162
Gyumri,7,18,24,12,7,35.0,2,12,50,mixed,arid,calm,42,50,2025-06-09T00:51:09.030006
Gyumri,8,18,25,12,6,35.0,2,12,50,mixed,arid,calm,42,54,2025-06-09T00:51:09.623749
Gyumri,9,14,20,8,10,35.0,2,11,50,mixed,showery,calm,42,17,2025-06-09T00:51:10.196837
Gyumri,10,8,14,3,12,35.0,3,10,50,mixed,showery,calm,42,60,2025-06-09T00:51:10.788298
Gyumri,11,2,7,-2,8,35.0,4,9,50,mixed,showery,calm,42,0,2025-06-09T00:51:11.369816
Gyumri,12,-4,0,-8,8,35.0,5,10,50,mixed,showery,calm,42,0,2025-06-09T00:51:11.947196
Dnipro,1,-2,0,-4,9,35.0,4,19,50,mixed,showery,breezy,42,0,2025-06-09T00:51:12.551088
Dnipro,2,-2,1,-5,10,35.0,3,20,50,mixed,showery,breezy,42,0,2025-06-09T00:51:13.138665
Dnipro,3,3,7,-2,9,35.0,2,20,50,mixed,showery,breezy,42,0,2025-06-09T00:51:13.738355
Dnipro,4,10,14,5,11,35.0,2,19,50,mixed,showery,breezy,42,60,2025-06-09T00:51:14.473272
Dnipro,5,17,21,11,12,35.0,1,17,50,mixed,showery,breezy,42,30,2025-06-09T00:51:15.059002
Dnipro,6,20,24,15,17,35.0,1,17,75,mixed,showery,breezy,42,67,2025-06-09T00:51:15.663293
Dnipro,7,23,28,18,7,35.0,1,17,50,mixed,arid,breezy,42,80,2025-06-09T00:51:16.261694
Dnipro,8,23,28,18,6,35.0,1,17,50,mixed,arid,breezy,42,80,2025-06-09T00:51:16.858051
Dnipro,9,17,21,12,8,35.0,2,17,50,mixed,showery,breezy,42,33,2025-06-09T00:51:17.439499
Dnipro,10,10,14,7,8,35.0,2,17,50,mixed,showery,breezy,42,60,2025-06-09T00:51:18.051605
Dnipro,11,3,5,1,12,35.0,3,19,50,mixed,showery,breezy,42,0,2025-06-09T00:51:18.633519
Dnipro,12,-2,0,-4,11,35.0,4,19,50,mixed,showery,breezy,42,0,2025-06-09T00:51:19.227032
Astrakhan,1,-3,0,-6,4,35.0,4,18,25,mixed,arid,breezy,42,0,2025-06-09T00:51:19.966155
Astrakhan,2,-1,2,-5,4,35.0,3,20,25,mixed,arid,breezy,42,0,2025-06-09T00:51:20.550455
Astrakhan,3,3,7,-2,5,35.0,3,19,25,mixed,arid,breezy,42,0,2025-06-09T00:51:21.145275
Astrakhan,4,11,16,5,5,35.0,2,20,50,mixed,arid,breezy,42,80,2025-06-09T00:51:21.736032
Astrakhan,5,19,25,13,6,35.0,1,19,50,mixed,arid,breezy,42,58,2025-06-09T00:51:22.316054
Astrakhan,6,24,30,18,6,35.0,1,18,50,mixed,arid,breezy,42,67,2025-06-09T00:51:22.892047
Astrakhan,7,27,32,21,3,35.0,1,17,25,mixed,arid,breezy,42,45,2025-06-09T00:51:23.463484
Astrakhan,8,26,31,20,3,35.0,1,17,25,mixed,arid,breezy,42,55,2025-06-09T00:51:24.039989
Astrakhan,9,19,24,14,5,35.0,2,18,25,mixed,arid,breezy,42,60,2025-06-09T00:51:24.615829
Astrakhan,10,11,16,7,3,35.0,3,17,25,mixed,arid,breezy,42,80,2025-06-09T00:51:25.203825
Astrakhan,11,4,7,1,5,35.0,3,18,50,mixed,arid,breezy,42,0,2025-06-09T00:51:25.798029
Astrakhan,12,-2,1,-4,5,35.0,4,18,25,mixed,arid,breezy,42,0,2025-06-09T00:51:26.406104
Dublin,1,6,8,4,15,35.0,3,26,75,mixed,showery,breezy,42,0,2025-06-09T00:51:27.096550
Dublin,2,6,8,4,11,35.0,3,25,50,mixed,showery,breezy,42,0,2025-06-09T00:51:27.681531
Dublin,3,7,9,4,14,35.0,2,25,50,mixed,showery,breezy,42,10,2025-06-09T00:51:28.265095
Dublin,4,9,12,6,14,35.0,2,22,50,mixed,showery,breezy,42,40,2025-06-09T00:51:28.858330
Dublin,5,11,14,9,13,35.0,1,20,50,mixed,showery,breezy,42,60,2025-06-09T00:51:29.438272
Dublin,6,14,17,12,16,35.0,1,19,75,mixed,showery,breezy,42,90,2025-06-09T00:51:30.058052
Dublin,7,16,18,13,15,35.0,1,19,75,mixed,showery,breezy,42,230,2025-06-09T00:51:30.657956
Dublin,8,16,19,13,14,35.0,1,19,50,mixed,showery,breezy,42,17,2025-06-09T00:51:31.251185
Dublin,9,14,17,12,15,35.0,2,22,50,mixed,showery,breezy,42,90,2025-06-09T00:51:31.835599
Dublin,10,11,13,9,17,35.0,2,24,75,mixed,showery,breezy,42,50,2025-06-09T00:51:32.421676
Dublin,11,8,10,6,17,35.0,3,25,75,mixed,showery,breezy,42,20,2025-06-09T00:51:33.006037
Dublin,12,7,8,5,16,35.0,3,25,75,mixed,showery,breezy,42,0,2025-06-09T00:51:33.571357
Batumi,1,7,11,4,26,35.0,5,14,75,mixed,wet,calm,42,30,2025-06-09T00:51:34.172271
Batumi,2,8,12,4,26,35.0,4,15,75,mixed,wet,breezy,42,40,2025-06-09T00:51:34.762971
Batumi,3,10,14,6,22,35.0,3,15,75,mixed,showery,breezy,42,60,2025-06-09T00:51:35.351751
Batumi,4,14,18,9,19,35.0,2,15,75,mixed,showery,breezy,42,270,2025-06-09T00:51:36.159100
Batumi,5,19,24,14,17,35.0,2,14,75,mixed,showery,calm,42,60,2025-06-09T00:51:36.770652
Batumi,6,22,26,18,30,35.0,2,14,75,mixed,wet,calm,42,100,2025-06-09T00:51:37.364884
Batumi,7,25,29,21,25,35.0,2,14,75,mixed,wet,calm,42,62,2025-06-09T00:51:37.973634
Batumi,8,25,29,21,33,35.0,2,13,90,mixed,wet,calm,42,62,2025-06-09T00:51:38.569498
Batumi,9,22,26,18,41,35.0,2,13,90,mixed,wet,calm,42,100,2025-06-09T00:51:39.163993
Batumi,10,18,22,14,30,35.0,3,12,75,mixed,wet,calm,42,50,2025-06-09T00:51:39.753648
Batumi,11,13,17,9,36,35.0,4,14,90,mixed,wet,calm,42,90,2025-06-09T00:51:40.342916
Batumi,12,8,12,5,39,35.0,5,15,90,mixed,wet,breezy,42,40,2025-06-09T00:51:40.938949
Kaunas,1,-2,0,-4,11,35.0,3,18,50,mixed,showery,breezy,42,0,2025-06-09T00:51:41.611223
Kaunas,2,-3,-1,-7,10,35.0,3,19,50,mixed,showery,breezy,42,0,2025-06-09T00:51:42.208224
Kaunas,3,1,5,-3,8,35.0,2,19,50,mixed,showery,breezy,42,0,2025-06-09T00:51:42.817189
Kaunas,4,8,12,3,11,35.0,1,18,50,mixed,showery,breezy,42,40,2025-06-09T00:51:43.405817
Kaunas,5,13,17,8,15,35.0,1,16,50,mixed,showery,breezy,42,90,2025-06-09T00:51:44.008560
Kaunas,6,17,21,12,17,35.0,1,16,75,mixed,showery,breezy,42,33,2025-06-09T00:51:44.607765
Kaunas,7,18,22,14,22,35.0,1,16,75,mixed,showery,breezy,42,50,2025-06-09T00:51:45.210239
Kaunas,8,18,22,14,16,35.0,1,16,75,mixed,showery,breezy,42,50,2025-06-09T00:51:45.815049
Kaunas,9,14,18,10,12,35.0,1,17,50,mixed,showery,breezy,42,260,2025-06-09T00:51:46.408988
Kaunas,10,9,12,6,13,35.0,2,18,50,mixed,showery,breezy,42,40,2025-06-09T00:51:47.009733
Kaunas,11,2,4,0,13,35.0,3,19,50,mixed,showery,breezy,42,0,2025-06-09T00:51:47.584765
Kaunas,12,-2,-1,-4,11,35.0,3,19,50,mixed,showery,breezy,42,0,2025-06-09T00:51:48.186485
Nuremberg,1,1,3,-2,16,35.0,4,17,75,mixed,showery,breezy,42,0,2025-06-09T00:51:48.793688
Nuremberg,2,1,4,-3,13,35.0,3,17,50,mixed,showery,breezy,42,0,2025-06-09T00:51:49.383712
Nuremberg,3,5,9,1,15,35.0,2,17,75,mixed,showery,breezy,42,10,2025-06-09T00:51:50.001677
Nuremberg,4,9,14,5,14,35.0,2,16,50,mixed,showery,breezy,42,60,2025-06-09T00:51:50.608923
Nuremberg,5,14,18,9,17,35.0,1,15,75,mixed,showery,breezy,42,270,2025-06-09T00:51:51.221146
Nuremberg,6,17,21,12,20,35.0,1,15,75,mixed,showery,breezy,42,33,2025-06-09T00:51:51.816096
Nuremberg,7,19,23,14,17,35.0,1,14,75,mixed,showery,calm,42,56,2025-06-09T00:51:52.406508
Nuremberg,8,19,23,14,14,35.0,1,13,50,mixed,showery,calm,42,56,2025-06-09T00:51:52.996161
Nuremberg,9,16,20,11,14,35.0,2,14,50,mixed,showery,calm,42,22,2025-06-09T00:51:53.580178
Nuremberg,10,10,14,7,14,35.0,2,15,50,mixed,showery,breezy,42,60,2025-06-09T00:51:54.154286
Nuremberg,11,4,7,1,15,35.0,3,16,75,mixed,showery,breezy,42,0,2025-06-09T00:51:54.746160
Nuremberg,12,0,3,-2,15,35.0,4,16,50,mixed,showery,breezy,42,0,2025-06-09T00:51:55.352614
Krasnoyarsk,1,-17,-14,-21,5,35.0,3,14,25,mixed,arid,calm,42,0,2025-06-09T00:51:56.027723
Krasnoyarsk,2,-13,-9,-17,3,35.0,3,15,25,mixed,arid,breezy,42,0,2025-06-09T00:51:56.648507
Krasnoyarsk,3,-8,-3,-13,5,35.0,2,16,25,mixed,arid,breezy,42,0,2025-06-09T00:51:57.266266
Krasnoyarsk,4,0,5,-5,8,35.0,1,17,50,mixed,showery,breezy,42,0,2025-06-09T00:51:57.854121
Krasnoyarsk,5,10,14,4,12,35.0,1,17,50,mixed,showery,breezy,42,60,2025-06-09T00:51:58.429569
Krasnoyarsk,6,16,20,11,14,35.0,1,14,50,mixed,showery,calm,42,22,2025-06-09T00:51:59.008091
Krasnoyarsk,7,20,24,14,14,35.0,1,12,50,mixed,showery,calm,42,60,2025-06-09T00:51:59.625716
Krasnoyarsk,8,17,21,12,12,35.0,1,13,50,mixed,showery,calm,42,33,2025-06-09T00:52:00.208049
Krasnoyarsk,9,11,15,6,10,35.0,1,14,50,mixed,showery,calm,42,70,2025-06-09T00:52:00.796979
Krasnoyarsk,10,2,6,-1,10,35.0,2,16,50,mixed,showery,breezy,42,0,2025-06-09T00:52:01.376742
Krasnoyarsk,11,-8,-5,-12,9,35.0,3,16,50,mixed,showery,breezy,42,0,2025-06-09T00:52:01.968377
Krasnoyarsk,12,-15,-12,-19,6,35.0,3,15,50,mixed,arid,breezy,42,0,2025-06-09T00:52:02.553637
Glasgow,1,3,5,1,26,35.0,3,23,75,mixed,wet,breezy,42,0,2025-06-09T00:52:03.234080
Glasgow,2,3,6,1,19,35.0,3,21,75,mixed,showery,breezy,42,0,2025-06-09T00:52:03.838071
Glasgow,3,5,8,2,21,35.0,2,22,75,mixed,showery,breezy,42,0,2025-06-09T00:52:04.451871
Glasgow,4,7,11,4,18,35.0,1,20,75,mixed,showery,breezy,42,30,2025-06-09T00:52:05.037344
Glasgow,5,10,14,6,17,35.0,1,19,75,mixed,showery,breezy,42,60,2025-06-09T00:52:05.628865
Glasgow,6,13,17,10,19,35.0,1,18,75,mixed,showery,breezy,42,90,2025-06-09T00:52:06.217707
Glasgow,7,14,17,11,22,35.0,1,18,75,mixed,showery,breezy,42,90,2025-06-09T00:52:06.802555
Glasgow,8,14,17,11,21,35.0,1,18,75,mixed,showery,breezy,42,90,2025-06-09T00:52:07.395355
Glasgow,9,13,16,10,22,35.0,1,19,75,mixed,showery,breezy,42,80,2025-06-09T00:52:07.989654
Glasgow,10,9,12,7,26,35.0,2,21,75,mixed,wet,breezy,42,40,2025-06-09T00:52:08.565404
Glasgow,11,5,8,3,23,35.0,3,20,75,mixed,wet,breezy,42,0,2025-06-09T00:52:09.151103
Glasgow,12,4,6,2,25,35.0,3,21,75,mixed,wet,breezy,42,0,2025-06-09T00:52:09.741221
Zaporizhia,1,-2,1,-4,10,35.0,4,22,50,mixed,showery,breezy,42,0,2025-06-09T00:52:10.359343
Zaporizhia,2,-1,2,-5,11,35.0,3,24,50,mixed,showery,breezy,42,0,2025-06-09T00:52:10.945987
Zaporizhia,3,3,7,-1,9,35.0,3,22,50,mixed,showery,breezy,42,0,2025-06-09T00:52:11.536400
Zaporizhia,4,10,14,5,11,35.0,2,21,50,mixed,showery,breezy,42,60,2025-06-09T00:52:12.124247
Zaporizhia,5,16,21,12,10,35.0,1,19,50,mixed,showery,breezy,42,33,2025-06-09T00:52:12.714406
Zaporizhia,6,20,24,15,12,35.0,1,18,50,mixed,showery,breezy,42,67,2025-06-09T00:52:13.316848
Zaporizhia,7,24,28,19,6,35.0,1,18,50,mixed,arid,breezy,42,78,2025-06-09T00:52:13.901524
Zaporizhia,8,23,28,18,5,35.0,1,18,25,mixed,arid,breezy,42,80,2025-06-09T00:52:14.491167
Zaporizhia,9,17,21,13,9,35.0,2,19,50,mixed,showery,breezy,42,38,2025-06-09T00:52:15.085118
Zaporizhia,10,11,15,7,9,35.0,3,20,50,mixed,showery,breezy,42,70,2025-06-09T00:52:15.679897
Zaporizhia,11,3,6,1,13,35.0,3,22,50,mixed,showery,breezy,42,0,2025-06-09T00:52:16.266488
Zaporizhia,12,-2,0,-4,14,35.0,4,23,50,mixed,showery,breezy,42,0,2025-06-09T00:52:16.872367
Weeze,1,3,5,1,17,35.0,4,21,75,mixed,showery,breezy,42,0,2025-06-09T00:52:17.466448
Weeze,2,3,6,0,14,35.0,3,20,50,mixed,showery,breezy,42,0,2025-06-09T00:52:18.079386
Weeze,3,6,10,3,15,35.0,2,19,50,mixed,showery,breezy,42,20,2025-06-09T00:52:18.666639
Weeze,4,10,14,5,13,35.0,2,18,50,mixed,showery,breezy,42,60,2025-06-09T00:52:19.278235
Weeze,5,14,18,9,15,35.0,1,17,50,mixed,showery,breezy,42,270,2025-06-09T00:52:19.888734
Weeze,6,17,21,13,18,35.0,1,16,75,mixed,showery,breezy,42,38,2025-06-09T00:52:20.483335
Weeze,7,18,22,14,18,35.0,1,17,75,mixed,showery,breezy,42,50,2025-06-09T00:52:21.089954
Weeze,8,18,22,14,15,35.0,1,16,75,mixed,showery,breezy,42,50,2025-06-09T00:52:21.689472
Weeze,9,16,20,12,14,35.0,2,16,50,mixed,showery,breezy,42,25,2025-06-09T00:52:22.288154
Weeze,10,12,15,9,15,35.0,2,18,75,mixed,showery,breezy,42,70,2025-06-09T00:52:22.888755
Weeze,11,6,9,4,16,35.0,3,19,75,mixed,showery,breezy,42,10,2025-06-09T00:52:23.495678
Weeze,12,4,6,1,15,35.0,4,19,50,mixed,showery,breezy,42,0,2025-06-09T00:52:24.091660
Valencia,1,10,15,7,9,35.0,5,19,50,mixed,showery,breezy,42,70,2025-06-09T00:52:24.716018
Valencia,2,11,16,7,9,35.0,4,19,50,mixed,showery,breezy,42,80,2025-06-09T00:52:25.315336
Valencia,3,14,18,9,7,35.0,3,20,50,mixed,arid,breezy,42,270,2025-06-09T00:52:25.932317
Valencia,4,16,21,12,8,35.0,2,20,50,mixed,showery,breezy,42,33,2025-06-09T00:52:26.521518
Valencia,5,19,23,14,10,35.0,2,20,50,mixed,showery,breezy,42,56,2025-06-09T00:52:27.100990
Valencia,6,23,28,18,4,35.0,2,19,25,mixed,arid,breezy,42,80,2025-06-09T00:52:27.691871
Valencia,7,26,31,22,2,35.0,2,20,10,mixed,arid,breezy,42,44,2025-06-09T00:52:28.304630
Valencia,8,26,31,22,2,35.0,2,20,25,mixed,arid,breezy,42,44,2025-06-09T00:52:28.895553
Valencia,9,23,28,20,11,35.0,2,17,50,mixed,showery,breezy,42,75,2025-06-09T00:52:29.490083
Valencia,10,19,23,15,16,35.0,3,16,75,mixed,showery,breezy,42,62,2025-06-09T00:52:30.090244
Valencia,11,15,19,11,14,35.0,4,18,50,mixed,showery,breezy,42,12,2025-06-09T00:52:30.680129
Valencia,12,11,15,8,10,35.0,5,18,50,mixed,showery,breezy,42,70,2025-06-09T00:52:31.288289
Kharkiv,1,-4,-2,-6,10,35.0,4,19,50,mixed,showery,breezy,42,0,2025-06-09T00:52:31.972262
Kharkiv,2,-4,-1,-7,11,35.0,3,20,50,mixed,showery,breezy,42,0,2025-06-09T00:52:32.580722
Kharkiv,3,1,5,-3,10,35.0,2,19,50,mixed,showery,breezy,42,0,2025-06-09T00:52:33.179647
Kharkiv,4,9,13,4,12,35.0,2,19,50,mixed,showery,breezy,42,50,2025-06-09T00:52:33.780079
Kharkiv,5,16,20,10,13,35.0,1,17,50,mixed,showery,breezy,42,20,2025-06-09T00:52:34.404258
Kharkiv,6,19,23,14,18,35.0,1,17,75,mixed,showery,breezy,42,56,2025-06-09T00:52:35.003409
Kharkiv,7,22,26,17,12,35.0,1,16,50,mixed,showery,breezy,42,89,2025-06-09T00:52:35.607557
Kharkiv,8,22,26,16,9,35.0,1,16,50,mixed,showery,breezy,42,80,2025-06-09T00:52:36.211460
Kharkiv,9,15,20,11,9,35.0,2,17,50,mixed,showery,breezy,42,22,2025-06-09T00:52:36.802840
Kharkiv,10,9,13,5,10,35.0,2,17,50,mixed,showery,breezy,42,50,2025-06-09T00:52:37.392649
Kharkiv,11,1,4,-1,14,35.0,3,19,50,mixed,showery,breezy,42,0,2025-06-09T00:52:38.014389
